megyeNev,telepulesNev,megyeKod,telepulesKod,szavkorSorszam,jeloloSzervezet,jeloltNev,szavazatSzam,szavazatAranySzavkorben
BUDAPEST,Budapest II. kerület,1,2,70, FIDESZ-KDNP,DR. LÁNG ZSOLT ,271,"48,39%"
BUDAPEST,Budapest II. kerület,1,2,71, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÖRSI GERGELY ,303,"54,79%"
BUDAPEST,Budapest II. kerület,1,2,71, FIDESZ-KDNP,DR. LÁNG ZSOLT ,250,"45,21%"
BUDAPEST,Budapest II. kerület,1,2,72, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÖRSI GERGELY ,288,"51,61%"
BUDAPEST,Budapest II. kerület,1,2,72, FIDESZ-KDNP,DR. LÁNG ZSOLT ,270,"48,39%"
BUDAPEST,Budapest II. kerület,1,2,73, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÖRSI GERGELY ,301,"53,65%"
BUDAPEST,Budapest II. kerület,1,2,73, FIDESZ-KDNP,DR. LÁNG ZSOLT ,260,"46,35%"
BUDAPEST,Budapest II. kerület,1,2,74, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,ÖRSI GERGELY ,260,"54,17%"
BUDAPEST,Budapest II. kerület,1,2,74, FIDESZ-KDNP,DR. LÁNG ZSOLT ,220,"45,83%"
BUDAPEST,Budapest III. kerület,1,3,1, FIDESZ-KDNP,BÚS BALÁZS ,306,"53,59%"
BUDAPEST,Budapest III. kerület,1,3,1, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,265,"46,41%"
BUDAPEST,Budapest III. kerület,1,3,2, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,286,"54,17%"
BUDAPEST,Budapest III. kerület,1,3,2, FIDESZ-KDNP,BÚS BALÁZS ,242,"45,83%"
BUDAPEST,Budapest III. kerület,1,3,3, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,318,"56,99%"
BUDAPEST,Budapest III. kerület,1,3,3, FIDESZ-KDNP,BÚS BALÁZS ,240,"43,01%"
BUDAPEST,Budapest III. kerület,1,3,4, FIDESZ-KDNP,BÚS BALÁZS ,279,"50,27%"
BUDAPEST,Budapest III. kerület,1,3,4, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,276,"49,73%"
BUDAPEST,Budapest III. kerület,1,3,5, FIDESZ-KDNP,BÚS BALÁZS ,253,"56,22%"
BUDAPEST,Budapest III. kerület,1,3,5, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,197,"43,78%"
BUDAPEST,Budapest III. kerület,1,3,6, FIDESZ-KDNP,BÚS BALÁZS ,289,"52,55%"
BUDAPEST,Budapest III. kerület,1,3,6, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,261,"47,45%"
BUDAPEST,Budapest III. kerület,1,3,7, FIDESZ-KDNP,BÚS BALÁZS ,264,"50,09%"
BUDAPEST,Budapest III. kerület,1,3,7, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,263,"49,91%"
BUDAPEST,Budapest III. kerület,1,3,8, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,256,"55,29%"
BUDAPEST,Budapest III. kerület,1,3,8, FIDESZ-KDNP,BÚS BALÁZS ,207,"44,71%"
BUDAPEST,Budapest III. kerület,1,3,9, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,266,"51,06%"
BUDAPEST,Budapest III. kerület,1,3,9, FIDESZ-KDNP,BÚS BALÁZS ,255,"48,94%"
BUDAPEST,Budapest III. kerület,1,3,10, FIDESZ-KDNP,BÚS BALÁZS ,283,"50,00%"
BUDAPEST,Budapest III. kerület,1,3,10, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,283,"50,00%"
BUDAPEST,Budapest III. kerület,1,3,11, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,310,"52,19%"
BUDAPEST,Budapest III. kerület,1,3,11, FIDESZ-KDNP,BÚS BALÁZS ,284,"47,81%"
BUDAPEST,Budapest III. kerület,1,3,12, FIDESZ-KDNP,BÚS BALÁZS ,316,"53,65%"
BUDAPEST,Budapest III. kerület,1,3,12, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,273,"46,35%"
BUDAPEST,Budapest III. kerület,1,3,13, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,303,"52,33%"
BUDAPEST,Budapest III. kerület,1,3,13, FIDESZ-KDNP,BÚS BALÁZS ,276,"47,67%"
BUDAPEST,Budapest III. kerület,1,3,14, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,276,"51,40%"
BUDAPEST,Budapest III. kerület,1,3,14, FIDESZ-KDNP,BÚS BALÁZS ,261,"48,60%"
BUDAPEST,Budapest III. kerület,1,3,15, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,264,"51,46%"
BUDAPEST,Budapest III. kerület,1,3,15, FIDESZ-KDNP,BÚS BALÁZS ,249,"48,54%"
BUDAPEST,Budapest III. kerület,1,3,16, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,287,"51,07%"
BUDAPEST,Budapest III. kerület,1,3,16, FIDESZ-KDNP,BÚS BALÁZS ,275,"48,93%"
BUDAPEST,Budapest III. kerület,1,3,17, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,309,"53,74%"
BUDAPEST,Budapest III. kerület,1,3,17, FIDESZ-KDNP,BÚS BALÁZS ,266,"46,26%"
BUDAPEST,Budapest III. kerület,1,3,18, FIDESZ-KDNP,BÚS BALÁZS ,325,"51,59%"
BUDAPEST,Budapest III. kerület,1,3,18, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,305,"48,41%"
BUDAPEST,Budapest III. kerület,1,3,19, FIDESZ-KDNP,BÚS BALÁZS ,341,"50,82%"
BUDAPEST,Budapest III. kerület,1,3,19, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,330,"49,18%"
BUDAPEST,Budapest III. kerület,1,3,20, FIDESZ-KDNP,BÚS BALÁZS ,308,"50,57%"
BUDAPEST,Budapest III. kerület,1,3,20, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,301,"49,43%"
BUDAPEST,Budapest III. kerület,1,3,21, FIDESZ-KDNP,BÚS BALÁZS ,237,"52,67%"
BUDAPEST,Budapest III. kerület,1,3,21, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,213,"47,33%"
BUDAPEST,Budapest III. kerület,1,3,22, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,322,"50,79%"
BUDAPEST,Budapest III. kerület,1,3,22, FIDESZ-KDNP,BÚS BALÁZS ,312,"49,21%"
BUDAPEST,Budapest III. kerület,1,3,23, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,306,"59,19%"
BUDAPEST,Budapest III. kerület,1,3,23, FIDESZ-KDNP,BÚS BALÁZS ,211,"40,81%"
BUDAPEST,Budapest III. kerület,1,3,24, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,269,"53,80%"
BUDAPEST,Budapest III. kerület,1,3,24, FIDESZ-KDNP,BÚS BALÁZS ,231,"46,20%"
BUDAPEST,Budapest III. kerület,1,3,25, FIDESZ-KDNP,BÚS BALÁZS ,217,"53,32%"
BUDAPEST,Budapest III. kerület,1,3,25, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,190,"46,68%"
BUDAPEST,Budapest III. kerület,1,3,26, FIDESZ-KDNP,BÚS BALÁZS ,258,"53,75%"
BUDAPEST,Budapest III. kerület,1,3,26, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,222,"46,25%"
BUDAPEST,Budapest III. kerület,1,3,27, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,285,"52,49%"
BUDAPEST,Budapest III. kerület,1,3,27, FIDESZ-KDNP,BÚS BALÁZS ,258,"47,51%"
BUDAPEST,Budapest III. kerület,1,3,28, FIDESZ-KDNP,BÚS BALÁZS ,291,"56,61%"
BUDAPEST,Budapest III. kerület,1,3,28, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,223,"43,39%"
BUDAPEST,Budapest III. kerület,1,3,29, FIDESZ-KDNP,BÚS BALÁZS ,292,"57,94%"
BUDAPEST,Budapest III. kerület,1,3,29, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,212,"42,06%"
BUDAPEST,Budapest III. kerület,1,3,30, FIDESZ-KDNP,BÚS BALÁZS ,284,"52,40%"
BUDAPEST,Budapest III. kerület,1,3,30, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,258,"47,60%"
BUDAPEST,Budapest III. kerület,1,3,31, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,262,"53,91%"
BUDAPEST,Budapest III. kerület,1,3,31, FIDESZ-KDNP,BÚS BALÁZS ,224,"46,09%"
BUDAPEST,Budapest III. kerület,1,3,32, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,293,"52,32%"
BUDAPEST,Budapest III. kerület,1,3,32, FIDESZ-KDNP,BÚS BALÁZS ,267,"47,68%"
BUDAPEST,Budapest III. kerület,1,3,33, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,262,"54,36%"
BUDAPEST,Budapest III. kerület,1,3,33, FIDESZ-KDNP,BÚS BALÁZS ,220,"45,64%"
BUDAPEST,Budapest III. kerület,1,3,34, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,226,"54,07%"
BUDAPEST,Budapest III. kerület,1,3,34, FIDESZ-KDNP,BÚS BALÁZS ,192,"45,93%"
BUDAPEST,Budapest III. kerület,1,3,35, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,234,"52,94%"
BUDAPEST,Budapest III. kerület,1,3,35, FIDESZ-KDNP,BÚS BALÁZS ,208,"47,06%"
BUDAPEST,Budapest III. kerület,1,3,36, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,236,"51,19%"
BUDAPEST,Budapest III. kerület,1,3,36, FIDESZ-KDNP,BÚS BALÁZS ,225,"48,81%"
BUDAPEST,Budapest III. kerület,1,3,37, FIDESZ-KDNP,BÚS BALÁZS ,295,"51,75%"
BUDAPEST,Budapest III. kerület,1,3,37, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,275,"48,25%"
BUDAPEST,Budapest III. kerület,1,3,38, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,244,"55,58%"
BUDAPEST,Budapest III. kerület,1,3,38, FIDESZ-KDNP,BÚS BALÁZS ,195,"44,42%"
BUDAPEST,Budapest III. kerület,1,3,39, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,222,"50,92%"
BUDAPEST,Budapest III. kerület,1,3,39, FIDESZ-KDNP,BÚS BALÁZS ,214,"49,08%"
BUDAPEST,Budapest III. kerület,1,3,40, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,199,"54,37%"
BUDAPEST,Budapest III. kerület,1,3,40, FIDESZ-KDNP,BÚS BALÁZS ,167,"45,63%"
BUDAPEST,Budapest III. kerület,1,3,41, FIDESZ-KDNP,BÚS BALÁZS ,226,"55,67%"
BUDAPEST,Budapest III. kerület,1,3,41, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,180,"44,33%"
BUDAPEST,Budapest III. kerület,1,3,42, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,200,"52,08%"
BUDAPEST,Budapest III. kerület,1,3,42, FIDESZ-KDNP,BÚS BALÁZS ,184,"47,92%"
BUDAPEST,Budapest III. kerület,1,3,43, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,269,"57,11%"
BUDAPEST,Budapest III. kerület,1,3,43, FIDESZ-KDNP,BÚS BALÁZS ,202,"42,89%"
BUDAPEST,Budapest III. kerület,1,3,44, FIDESZ-KDNP,BÚS BALÁZS ,287,"56,72%"
BUDAPEST,Budapest III. kerület,1,3,44, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,219,"43,28%"
BUDAPEST,Budapest III. kerület,1,3,45, FIDESZ-KDNP,BÚS BALÁZS ,249,"52,42%"
BUDAPEST,Budapest III. kerület,1,3,45, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,226,"47,58%"
BUDAPEST,Budapest III. kerület,1,3,46, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,301,"53,94%"
BUDAPEST,Budapest III. kerület,1,3,46, FIDESZ-KDNP,BÚS BALÁZS ,257,"46,06%"
BUDAPEST,Budapest III. kerület,1,3,47, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,158,"50,80%"
BUDAPEST,Budapest III. kerület,1,3,47, FIDESZ-KDNP,BÚS BALÁZS ,153,"49,20%"
BUDAPEST,Budapest III. kerület,1,3,48, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,234,"54,29%"
BUDAPEST,Budapest III. kerület,1,3,48, FIDESZ-KDNP,BÚS BALÁZS ,197,"45,71%"
BUDAPEST,Budapest III. kerület,1,3,49, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,239,"50,53%"
BUDAPEST,Budapest III. kerület,1,3,49, FIDESZ-KDNP,BÚS BALÁZS ,234,"49,47%"
BUDAPEST,Budapest III. kerület,1,3,50, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,237,"51,63%"
BUDAPEST,Budapest III. kerület,1,3,50, FIDESZ-KDNP,BÚS BALÁZS ,222,"48,37%"
BUDAPEST,Budapest III. kerület,1,3,51, FIDESZ-KDNP,BÚS BALÁZS ,233,"53,56%"
BUDAPEST,Budapest III. kerület,1,3,51, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,202,"46,44%"
BUDAPEST,Budapest III. kerület,1,3,52, FIDESZ-KDNP,BÚS BALÁZS ,277,"51,01%"
BUDAPEST,Budapest III. kerület,1,3,52, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,266,"48,99%"
BUDAPEST,Budapest III. kerület,1,3,53, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,249,"53,90%"
BUDAPEST,Budapest III. kerület,1,3,53, FIDESZ-KDNP,BÚS BALÁZS ,213,"46,10%"
BUDAPEST,Budapest III. kerület,1,3,54, FIDESZ-KDNP,BÚS BALÁZS ,267,"50,38%"
BUDAPEST,Budapest III. kerület,1,3,54, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,263,"49,62%"
BUDAPEST,Budapest III. kerület,1,3,55, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,277,"62,39%"
BUDAPEST,Budapest III. kerület,1,3,55, FIDESZ-KDNP,BÚS BALÁZS ,167,"37,61%"
BUDAPEST,Budapest III. kerület,1,3,56, FIDESZ-KDNP,BÚS BALÁZS ,242,"54,14%"
BUDAPEST,Budapest III. kerület,1,3,56, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,205,"45,86%"
BUDAPEST,Budapest III. kerület,1,3,57, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,231,"50,44%"
BUDAPEST,Budapest III. kerület,1,3,57, FIDESZ-KDNP,BÚS BALÁZS ,227,"49,56%"
BUDAPEST,Budapest III. kerület,1,3,58, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,216,"51,06%"
BUDAPEST,Budapest III. kerület,1,3,58, FIDESZ-KDNP,BÚS BALÁZS ,207,"48,94%"
BUDAPEST,Budapest III. kerület,1,3,59, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,255,"50,50%"
BUDAPEST,Budapest III. kerület,1,3,59, FIDESZ-KDNP,BÚS BALÁZS ,250,"49,50%"
BUDAPEST,Budapest III. kerület,1,3,60, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,255,"56,79%"
BUDAPEST,Budapest III. kerület,1,3,60, FIDESZ-KDNP,BÚS BALÁZS ,194,"43,21%"
BUDAPEST,Budapest III. kerület,1,3,61, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,286,"58,37%"
BUDAPEST,Budapest III. kerület,1,3,61, FIDESZ-KDNP,BÚS BALÁZS ,204,"41,63%"
BUDAPEST,Budapest III. kerület,1,3,62, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,210,"53,71%"
BUDAPEST,Budapest III. kerület,1,3,62, FIDESZ-KDNP,BÚS BALÁZS ,181,"46,29%"
BUDAPEST,Budapest III. kerület,1,3,63, FIDESZ-KDNP,BÚS BALÁZS ,205,"51,51%"
BUDAPEST,Budapest III. kerület,1,3,63, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,193,"48,49%"
BUDAPEST,Budapest III. kerület,1,3,64, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,217,"51,18%"
BUDAPEST,Budapest III. kerület,1,3,64, FIDESZ-KDNP,BÚS BALÁZS ,207,"48,82%"
BUDAPEST,Budapest III. kerület,1,3,65, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,302,"52,61%"
BUDAPEST,Budapest III. kerület,1,3,65, FIDESZ-KDNP,BÚS BALÁZS ,272,"47,39%"
BUDAPEST,Budapest III. kerület,1,3,66, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,242,"54,26%"
BUDAPEST,Budapest III. kerület,1,3,66, FIDESZ-KDNP,BÚS BALÁZS ,204,"45,74%"
BUDAPEST,Budapest III. kerület,1,3,67, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,266,"59,38%"
BUDAPEST,Budapest III. kerület,1,3,67, FIDESZ-KDNP,BÚS BALÁZS ,182,"40,63%"
BUDAPEST,Budapest III. kerület,1,3,68, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,268,"51,94%"
BUDAPEST,Budapest III. kerület,1,3,68, FIDESZ-KDNP,BÚS BALÁZS ,248,"48,06%"
BUDAPEST,Budapest III. kerület,1,3,69, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,238,"50,75%"
BUDAPEST,Budapest III. kerület,1,3,69, FIDESZ-KDNP,BÚS BALÁZS ,231,"49,25%"
BUDAPEST,Budapest III. kerület,1,3,70, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,269,"54,45%"
BUDAPEST,Budapest III. kerület,1,3,70, FIDESZ-KDNP,BÚS BALÁZS ,225,"45,55%"
BUDAPEST,Budapest III. kerület,1,3,71, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,308,"53,75%"
BUDAPEST,Budapest III. kerület,1,3,71, FIDESZ-KDNP,BÚS BALÁZS ,265,"46,25%"
BUDAPEST,Budapest III. kerület,1,3,72, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,296,"53,33%"
BUDAPEST,Budapest III. kerület,1,3,72, FIDESZ-KDNP,BÚS BALÁZS ,259,"46,67%"
BUDAPEST,Budapest III. kerület,1,3,73, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,293,"54,26%"
BUDAPEST,Budapest III. kerület,1,3,73, FIDESZ-KDNP,BÚS BALÁZS ,247,"45,74%"
BUDAPEST,Budapest III. kerület,1,3,74, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,329,"55,11%"
BUDAPEST,Budapest III. kerület,1,3,74, FIDESZ-KDNP,BÚS BALÁZS ,268,"44,89%"
BUDAPEST,Budapest III. kerület,1,3,75, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,267,"55,17%"
BUDAPEST,Budapest III. kerület,1,3,75, FIDESZ-KDNP,BÚS BALÁZS ,217,"44,83%"
BUDAPEST,Budapest III. kerület,1,3,76, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,342,"57,29%"
BUDAPEST,Budapest III. kerület,1,3,76, FIDESZ-KDNP,BÚS BALÁZS ,255,"42,71%"
BUDAPEST,Budapest III. kerület,1,3,77, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,300,"51,19%"
BUDAPEST,Budapest III. kerület,1,3,77, FIDESZ-KDNP,BÚS BALÁZS ,286,"48,81%"
BUDAPEST,Budapest III. kerület,1,3,78, FIDESZ-KDNP,BÚS BALÁZS ,289,"53,52%"
BUDAPEST,Budapest III. kerület,1,3,78, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,251,"46,48%"
BUDAPEST,Budapest III. kerület,1,3,79, FIDESZ-KDNP,BÚS BALÁZS ,303,"52,24%"
BUDAPEST,Budapest III. kerület,1,3,79, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,277,"47,76%"
BUDAPEST,Budapest III. kerület,1,3,80, FIDESZ-KDNP,BÚS BALÁZS ,276,"50,36%"
BUDAPEST,Budapest III. kerület,1,3,80, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,272,"49,64%"
BUDAPEST,Budapest III. kerület,1,3,81, FIDESZ-KDNP,BÚS BALÁZS ,323,"53,57%"
BUDAPEST,Budapest III. kerület,1,3,81, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,280,"46,43%"
BUDAPEST,Budapest III. kerület,1,3,82, FIDESZ-KDNP,BÚS BALÁZS ,324,"51,27%"
BUDAPEST,Budapest III. kerület,1,3,82, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,308,"48,73%"
BUDAPEST,Budapest III. kerület,1,3,83, FIDESZ-KDNP,BÚS BALÁZS ,314,"50,00%"
BUDAPEST,Budapest III. kerület,1,3,83, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,314,"50,00%"
BUDAPEST,Budapest III. kerület,1,3,84, FIDESZ-KDNP,BÚS BALÁZS ,325,"53,54%"
BUDAPEST,Budapest III. kerület,1,3,84, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,282,"46,46%"
BUDAPEST,Budapest III. kerület,1,3,85, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,231,"54,61%"
BUDAPEST,Budapest III. kerület,1,3,85, FIDESZ-KDNP,BÚS BALÁZS ,192,"45,39%"
BUDAPEST,Budapest III. kerület,1,3,86, FIDESZ-KDNP,BÚS BALÁZS ,186,"55,36%"
BUDAPEST,Budapest III. kerület,1,3,86, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,150,"44,64%"
BUDAPEST,Budapest III. kerület,1,3,87, FIDESZ-KDNP,BÚS BALÁZS ,246,"54,30%"
BUDAPEST,Budapest III. kerület,1,3,87, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,207,"45,70%"
BUDAPEST,Budapest III. kerület,1,3,88, FIDESZ-KDNP,BÚS BALÁZS ,247,"54,53%"
BUDAPEST,Budapest III. kerület,1,3,88, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,206,"45,47%"
BUDAPEST,Budapest III. kerület,1,3,89, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,243,"50,21%"
BUDAPEST,Budapest III. kerület,1,3,89, FIDESZ-KDNP,BÚS BALÁZS ,241,"49,79%"
BUDAPEST,Budapest III. kerület,1,3,90, FIDESZ-KDNP,BÚS BALÁZS ,184,"54,44%"
BUDAPEST,Budapest III. kerület,1,3,90, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,154,"45,56%"
BUDAPEST,Budapest III. kerület,1,3,91, FIDESZ-KDNP,BÚS BALÁZS ,237,"51,86%"
BUDAPEST,Budapest III. kerület,1,3,91, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,220,"48,14%"
BUDAPEST,Budapest III. kerület,1,3,92, FIDESZ-KDNP,BÚS BALÁZS ,210,"52,63%"
BUDAPEST,Budapest III. kerület,1,3,92, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,189,"47,37%"
BUDAPEST,Budapest III. kerület,1,3,93, FIDESZ-KDNP,BÚS BALÁZS ,232,"53,70%"
BUDAPEST,Budapest III. kerület,1,3,93, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,200,"46,30%"
BUDAPEST,Budapest III. kerület,1,3,94, FIDESZ-KDNP,BÚS BALÁZS ,233,"57,39%"
BUDAPEST,Budapest III. kerület,1,3,94, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,173,"42,61%"
BUDAPEST,Budapest III. kerület,1,3,95, FIDESZ-KDNP,BÚS BALÁZS ,174,"50,88%"
BUDAPEST,Budapest III. kerület,1,3,95, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,168,"49,12%"
BUDAPEST,Budapest III. kerület,1,3,96, FIDESZ-KDNP,BÚS BALÁZS ,243,"53,88%"
BUDAPEST,Budapest III. kerület,1,3,96, MOMENTUM-DK-MSZP-PÁRBESZÉD-LMP,DR. KISS LÁSZLÓ ,208,"46,12%"
